Original Index,Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,Unnamed: 18
4535,Installation and Energisation of Bandhagada I TW LIP under Khunta Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bandhagada I TW LIP under Khunta Block in Mayurbhanj district.,10970761.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_35,Open Tender,Works,Nil,Nil,"9,861,617.76",25-Apr-2022,"INR 9,861,617.76",
4441,Revival of Mankadajhola I L.I.Project under Narayanpatna Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Revival of Mankadajhola I L.I.Project under Narayanpatna Block of Koraput District,11034799.0,Civil Works - Buildings,,770001,DPC/SS/SNG/08 OF 2021-22,2021_OPEPA_73872_4,Open Tender,Works,Nil,Nil,"9,798,901.81",25-Apr-2022,"INR 9,798,901.81",
4493,Installation and energisation of Lauguda - III L.I.Project under Chitrakonda Block of Malkangiri District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and energisation of Lauguda - III L.I.Project under Chitrakonda Block of Malkangiri District,10816164.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_77,Open Tender,Works,Nil,Nil,"9,735,629.86",25-Apr-2022,"INR 9,735,629.86",
4438,Revival of Rangamguda II L.I.Project under Narayanpatna Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Revival of Rangamguda II L.I.Project under Narayanpatna Block of Koraput District,10343199.0,Civil Works - Buildings,,770001,DPC/SS/SNG/08 OF 2021-22,2021_OPEPA_73872_7,Open Tender,Works,Nil,Nil,"9,670,891.88",25-Apr-2022,"INR 9,670,891.88",
6318,"Renovation and Beautification of New Pond, Dhuligarh",balangir,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir","O/O THE CCE,LSP, BALANGIR","Renovation and Beautification of New Pond,",11373193.0,Civil Works - Roads,,767002,"05/2022-23 of CCE,LSP,Balangir",2022_CEEBO_79003_1,Open Tender,Works,Nil,Nil,"9,668,352.00",29-Jul-2022,"INR 9,668,352",
4593,Installation and Energisation of Baliadhipa RL LIP under Bangriposi Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Baliadhipa RL LIP under Bangriposi Block in Mayurbhanj district.,10373586.0,Civil Works - Buildings,,770001,BID IDENTIFICATION NO DPC/SS/SNG/06 OF 2021-22,2021_OPEPA_71637_110,Open Tender,Works,Nil,Nil,"9,315,480.54",25-Apr-2022,"INR 9,315,480.54",
4466,Revival of Bedapaunsi V L.I.Project under Kundra Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Revival of Bedapaunsi V L.I.Project under Kundra Block of Koraput District,10307882.0,Civil Works - Buildings,,770001,DPC/SS/SNG/08 OF 2021-22,2021_OPEPA_73872_11,Open Tender,Works,Nil,Nil,"9,278,125.42",15-Jan-2022,"INR 9,278,125.42",
1857,Revival of Bartana I TW LIP under Rasgobindpur Block in Mayurbhanj District,sohela market yard,Odisha State Agricultural Marketing Board||RMC Padampur,"Office of RMC, Padampur",Revival of Bartana I TW LIP under Rasgobindpur Block in Mayurbhanj District,9253520.0,Civil Works - Buildings,,768033,RMCPADAMPUR 04 OF 2022-23,2022_OSAMB_84728_7,Open Tender,Works,Nil,Nil,"9,248,893.00",31-Mar-2023,"INR 9,253,520",
4589,Installation and Energisation of Bautia II RL LIP under Bangriposi Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bautia II RL LIP under Bangriposi Block in Mayurbhanj district.,10254019.0,Civil Works - Buildings,,770001,BID IDENTIFICATION NO DPC/SS/SNG/06 OF 2021-22,2021_OPEPA_71637_15,Open Tender,Works,Nil,Nil,"9,216,313.07",25-Apr-2022,"INR 9,216,313.07",
1879,Revival of Burundagadi II RL LIP under Khunta Block in Mayurbhanj District,"patkulunda market yard under rmc, bargarh",Odisha State Agricultural Marketing Board||RMC Bargarh,"Office of RMC, Bargarh",Revival of Burundagadi II RL LIP under Khunta Block in Mayurbhanj District,9726788.0,Civil Works - Buildings,,768029,RMCBARGARH 04 OF 2022-23,2022_OSAMB_81151_13,Open Tender,Works,Nil,Nil,"9,168,471.00",20-Dec-2022,"INR 9,168,471",
4577,Installation and Energisation of Bishnupur II TW LIP under Betnoti Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bishnupur II TW LIP under Betnoti Block in Mayurbhanj district.,10180555.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_108,Open Tender,Works,Nil,Nil,"9,163,518.37",25-Apr-2022,"INR 9,163,518.37",
977,Installation and Energisation of Odiapentha L.I.Project under Laxmipur Block of Koraput District,"padampur, chardapali",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,"O/O THE EE (R AND B) DIVISION, BARGARH",Installation and Energisation of Odiapentha L.I.Project under Laxmipur Block of Koraput District,9088595.0,Civil Works - Buildings,,768036,IFB-EE PWD BGH No.26 of 2022-23,2023_EICCL_86022_2,Open Tender,Works,Nil,Nil,"9,088,595.00",05-Apr-2023,"INR 9,088,595",
4539,Installation and Energisation of Patisari TW LIP under Badasahi Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Patisari TW LIP under Badasahi Block in Mayurbhanj district.,10096243.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_30,Open Tender,Works,Nil,Nil,"9,087,629.16",13-Jan-2022,"INR 9,087,629.16",
4502,Installation and energisation of Nuatekpadar - IV L.I.Project under Chitrakonda Block of Malkangiri District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and energisation of Nuatekpadar - IV L.I.Project under Chitrakonda Block of Malkangiri District,10050997.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_67,Open Tender,Works,Nil,Nil,"9,020,770.64",25-Apr-2022,"INR 9,020,770.64",
5023,Installation and Energisation of Manikpur RL LIP under Udala Block in Mayurbhanj district.,rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Office of Superintending Engineer Rourkela R and B,Installation and Energisation of Manikpur RL LIP under Udala Block in Mayurbhanj district.,9999000.0,Civil Works - Buildings,,769012,BID ID 34 of 2021-22,2021_EICCL_72334_2,Open Tender,Works,Nil,Nil,"9,002,082.00",09-Nov-2022,"INR 9,002,082",
5020,Installation and Energisation of Baledihi Chandrapur RL LIP under Udala Block in Mayurbhanj district.,rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Office of Superintending Engineer Rourkela R and B,Installation and Energisation of Baledihi Chandrapur RL LIP under Udala Block in Mayurbhanj district.,9999000.0,Civil Works - Buildings,,769012,BID ID 34 of 2021-22,2021_EICCL_72334_8,Open Tender,Works,Nil,Nil,"9,001,315.00",09-Nov-2022,"INR 9,001,315",
4546,Installation and Energisation of Sanatanpur TW LIP under Khunta Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanatanpur TW LIP under Khunta Block in Mayurbhanj district.,9930926.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_24,Open Tender,Works,Nil,Nil,"8,938,826.98",25-Apr-2022,"INR 8,938,826.98",
4457,Revival of Kanagam II L.I.Project under JLamtaput Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Revival of Kanagam II L.I.Project under JLamtaput Block of Koraput District,9880652.0,Civil Works - Buildings,,770001,DPC/SS/SNG/08 OF 2021-22,2021_OPEPA_73872_20,Open Tender,Works,Nil,Nil,"8,862,944.98",25-Apr-2022,"INR 8,862,944.98",
5160,Installation and Energisation of Junapada TW LIP under Badasahi Block in Mayurbhanj district.,nabarangpur,"CE, U Indravati Irr.Project,Khatiguda||SE,Right Canal Circle,Mukhiguda||EE Nawarangapur Irr. Divn. Nawarangapur","S.E.NABARANGPUR IRRIGATION DIVISION, NABARANPUR",Installation and Energisation of Junapada TW LIP under Badasahi Block in Mayurbhanj district.,9997190.0,Civil Works - Others,,764059,SE-NID-04/2021-22 (01-03) (1),2021_CEUK_73438_1,Open Tender,Works,Nil,Nil,"8,498,611.00",31-Jan-2022,"INR 8,498,611",
6328,SUB CENTRE AT OLEICHANDANPUR GP,bmc area limited,Municipal Bodies||Bhubaneswar Municipal Corporation,"Drainage Division,BMC",BUILDING,8748966.0,Civil Works - Others,,751014,BMC- DD-CE-01/2021-22 dtd.08.04.2021,2021_ORULB_67722_2,Open Tender,Works,Nil,Nil,"8,329,995.00",23-Mar-2022,"INR 8,329,995",
4552,Installation and Energisation of Simagadia IV TW LIP under Khunta Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Simagadia IV TW LIP under Khunta Block in Mayurbhanj district.,9152060.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_19,Open Tender,Works,Nil,Nil,"8,226,787.20",25-Apr-2022,"INR 8,226,787.2",
5723,Installation and Energisation of Dhakhman I TW LIP under Suliapada Block in Mayurbhanj district.,gop block puri,"CE,Drainage,Cuttack||SE Drainage Circle Bhubaneswar||EE Drainage Divn. Puri","O/oSuperintending Engineer, Drainage Division,Puri",Installation and Energisation of Dhakhman I TW LIP under Suliapada Block in Mayurbhanj district.,9663203.0,Civil Works - Others,,752110,DDP - 153/2021-22,2022_CEDC_75644_1,Open Tender,Works,Nil,Nil,"8,214,689.00",17-Nov-2022,"INR 8,214,689",
978,Installation and Energisation of Malingjodi L.I.Project under Dasmantpur Block of Koraput District,"padampur, chardapali",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,"O/O THE EE (R AND B) DIVISION, BARGARH",Installation and Energisation of Malingjodi L.I.Project under Dasmantpur Block of Koraput District,8191663.0,Civil Works - Buildings,,768036,IFB-EE PWD BGH No.26 of 2022-23,2023_EICCL_86022_1,Open Tender,Works,Nil,Nil,"8,138,417.00",05-Apr-2023,"INR 8,191,662.71",
4563,Installation and Energisation of Santara III TW LIP under Betnoti Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Santara III TW LIP under Betnoti Block in Mayurbhanj district.,9019704.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_124,Open Tender,Works,Nil,Nil,"8,084,361.25",25-Apr-2022,"INR 8,084,361.25",
5021,Installation and Energisation of Damusahi Dwarisahi RL LIP under Udala Block in Mayurbhanj district.,rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Office of Superintending Engineer Rourkela R and B,Installation and Energisation of Damusahi Dwarisahi RL LIP under Udala Block in Mayurbhanj district.,9167600.0,Civil Works - Buildings,,769012,BID ID 34 of 2021-22,2021_EICCL_72334_4,Open Tender,Works,Nil,Nil,"8,067,396.00",09-Nov-2022,"INR 8,067,396",
4592,Installation and Energisation of Malihati I TW LIP under Badasahi Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Malihati I TW LIP under Badasahi Block in Mayurbhanj district.,8882161.0,Civil Works - Buildings,,770001,BID IDENTIFICATION NO DPC/SS/SNG/06 OF 2021-22,2021_OPEPA_71637_114,Open Tender,Works,Nil,Nil,"7,978,845.94",20-Jun-2022,"INR 7,978,845.94",
6037,New Installation and Energisation including power supply work of Anandapur LIP under Rairangpur block in Mayurbhanj District,gajapati,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,SUPERINTENDING ENGINEER RW DIVISION GAJAPATI,New Construction of Head works Distribution System and energization including Power supply work of Anandapur LIP under Rairangpur block in Mayurbhanj District,9323000.0,Civil Works - Bridges,BRIDGE,761200,Online Tender/09-2022-23/ GJP,2023_CERWI_86514_1,National Competitive Bid,Works,Nil,Nil,"7,925,473.84",19-Apr-2023,"INR 9,322,990.05",
4524,Installation and Energisation of Sunaria TW LIP under Kuliana Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sunaria TW LIP under Kuliana Block in Mayurbhanj district.,8766327.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_45,Open Tender,Works,Nil,Nil,"7,890,571.52",25-Apr-2022,"INR 7,890,571.52",
797,Revival of Ragdha TW LIP under Baripada Block in Mayurbhanj District,balasore district,Odisha Tourism Devl. Corp.,"Superintending Engineer(I/C), O.T.D.C. Ltd., Bhuba",Revival of Ragdha TW LIP under Baripada Block in Mayurbhanj District,7865000.0,Civil Works - Others,,756126,BP -I/13/2022-23 Dt. 19.01.2023,2023_OTDC_85718_1,National Competitive Bid,Works,Nil,Nil,"7,889,569.00",11-Apr-2023,"INR 7,889,569",
6120,New Installation and Energisation including power supply work of Mankididihi-II LIP under Tiring block in Mayurbhanj District,angul,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Superintending Engineer Angul RB Division,New Construction of Head works Distribution System and energisation including Power supply work of Mankididihi-II LIP under Tiring block in Mayurbhanj District,9260164.0,Civil Works - Roads,,759122,SE (R and B) Angul-21/ 2021-22,2021_EICCL_74495_1,Open Tender,Works,Nil,Nil,"7,872,065.00",25-Jun-2022,"INR 7,872,065",
4481,Installation and energisation of Jogiput L.I.Project under Nandapur Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and energisation of Jogiput L.I.Project under Nandapur Block of Koraput District,8706593.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_88,Open Tender,Works,Nil,Nil,"7,836,805.14",25-Apr-2022,"INR 7,836,805.14",
4557,Installation and Energisation of Balijoda RL LIP under GB Nagar Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Balijoda RL LIP under GB Nagar Block in Mayurbhanj district.,8684368.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_14,Open Tender,Works,Nil,Nil,"7,816,800.40",27-Jun-2022,"INR 7,816,800.4",
2430,Revival of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,biraharekrishnapur,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,4743777.0,Toll Gate,,752002,NO. 04 /TOLL/OBCC/2022-23,2022_OBCC_77701_10,Open Tender,Works,Nil,Nil,"7,777,777.00",19-Jul-2022,"INR 7,777,777",
5025,Installation and Energisation of Badanachhana IX TW LIP under Suliapada Block in Mayurbhanj district.,rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,office of the supeintending engineer rourkela R,Installation and Energisation of Badanachhana IX TW LIP under Suliapada Block in Mayurbhanj district.,8161600.0,Civil Works - Buildings,,769012,BID ID 34 of 2021-22,2021_EICCL_72334_1,Open Tender,Works,Nil,Nil,"7,754,256.00",15-Apr-2023,"INR 7,754,256",
4560,Installation and Energisation of Agada III and Agada IV TW LIP under Betnoti Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Agada III and Agada IV TW LIP under Betnoti Block in Mayurbhanj district.,8545206.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_127,Open Tender,Works,Nil,Nil,"7,691,540.42",25-Apr-2022,"INR 7,691,540.42",
1739,Revival of Sunapal RL LIP under Udala Block in Mayurbhanj District,titilagarh municipality,PHEO||PH Circle Bhawanipatna||PH Division Balangir,"Superintending Engineer, PH Division, Balangir",Revival of Sunapal RL LIP under Udala Block in Mayurbhanj District,8073374.0,Civil Works - Water Works,,767033,SEPHBGR 06/2022-23,2022_PHEO_77790_1,National Competitive Bid,Works,Nil,Nil,"7,670,513.00",16-Nov-2022,"INR 8,073,373.97",
4574,Installation and Energisation of Bainchamangalasahi I and Bainchamangalasahi II TW LIP under Betnoti Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bainchamangalasahi I and Bainchamangalasahi II TW LIP under Betnoti Block in Mayurbhanj district.,8039558.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_110,Open Tender,Works,Nil,Nil,"7,477,593.69",25-Apr-2022,"INR 7,477,593.69",
4459,Revival of Kumuliput I II L.I.Project under Jeypore Block of Koraput District,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Revival of Kumuliput I II L.I.Project under Jeypore Block of Koraput District,8357576.0,Civil Works - Buildings,,770001,DPC/SS/SNG/08 OF 2021-22,2021_OPEPA_73872_19,Open Tender,Works,Nil,Nil,"7,329,594.73",25-Apr-2022,"INR 7,329,594.73",
6223,Repair and Restoration of Badnagar to Kasida road for the year 2022-23,sambalpur,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur","O/o the SE, Sambalpur Irrigation Division, Sambalp",Road Work,8473259.0,Civil Works - Others,,768001,SESID-03(01)/2022-23,2022_CEBBU_82294_1,Open Tender,Works,Nil,Nil,"7,203,117.00",19-Dec-2022,"INR 7,203,117",
5022,Installation and Energisation of Naharpada RL LIP under Udala Block in Mayurbhanj district.,rourkela,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Office of Superintending Engineer Rourkela R and B,Installation and Energisation of Naharpada RL LIP under Udala Block in Mayurbhanj district.,7999100.0,Civil Works - Buildings,,769012,BID ID 34 of 2021-22,2021_EICCL_72334_3,Open Tender,Works,Nil,Nil,"7,199,821.00",15-Apr-2023,"INR 7,199,821",
4588,Installation and Energisation of Kumbhardubi TW LIP under Baripada Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kumbhardubi TW LIP under Baripada Block in Mayurbhanj district.,7842302.0,Civil Works - Buildings,,770001,BID IDENTIFICATION NO DPC/SS/SNG/06 OF 2021-22,2021_OPEPA_71637_34,Open Tender,Works,Nil,Nil,"7,042,388.00",25-Apr-2022,"INR 7,042,388",
4537,Installation and Energisation of Sanopokhari II TW LIP under Khunta Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanopokhari II TW LIP under Khunta Block in Mayurbhanj district.,7777501.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_33,Open Tender,Works,Nil,Nil,"7,000,528.83",25-Apr-2022,"INR 7,000,528.83",
4532,Installation and Energisation of Kadapalasa TW LIP under Khunta Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kadapalasa TW LIP under Khunta Block in Mayurbhanj district.,7604837.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_38,Open Tender,Works,Nil,Nil,"6,845,114.31",25-Apr-2022,"INR 6,845,114.31",
796,Revival of Chandvil II RL LIP under Bangriposi Block in Mayurbhanj District,keonjhar district.,Odisha Tourism Devl. Corp.,"Superintending Engineer(I/C), O.T.D.C. Ltd., Bhuba",Revival of Chandvil II RL LIP under Bangriposi Block in Mayurbhanj District,6800000.0,Civil Works - Others,,758001,BP -I/13/2022-23 Dt. 19.01.2023,2023_OTDC_85718_2,National Competitive Bid,Works,Nil,Nil,"6,821,221.00",11-Apr-2023,"INR 6,821,221",
1365,Revival of Chandvil I RL LIP under Bangriposi Block in Mayurbhanj District,balasore,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,"O/o the SE, RW Division, Balasore",Revival of Chandvil I RL LIP under Bangriposi Block in Mayurbhanj District,6712434.0,Civil Works - Roads,,756001,12/SERW/BLS/2022-23,2023_CERWI_85185_1,Open Tender,Works,Nil,Nil,"6,733,363.00",22-Feb-2023,INR 6733363.0,
2426,Revival of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,bangamunda,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,6667204.0,Toll Gate,,767040,NO. 07/TOLL/OBCC/2022-23,2022_OBCC_78026_2,Open Tender,Works,Nil,Nil,"6,689,789.00",28-Jun-2022,"INR 6,689,789",
6960,"Constn. of 4 Nos. F type Qtrs. at Korei P.S, Jajpur",karanjia,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,Karanjia,Building Work,6685369.0,Civil Works - Lift Irrigation Schemes,,757037,e-Procurement Notice Bid ID 15 EELID (KJA/2020-21),2021_OLIC_74544_72,National Competitive Bid,Works,Nil,Nil,"6,685,369.11",21-Mar-2022,"INR 6,685,369.11",
4558,Installation and Energisation of Daripal RL LIP under GB Nagar Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Daripal RL LIP under GB Nagar Block in Mayurbhanj district.,7419590.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_13,Open Tender,Works,Nil,Nil,"6,678,373.17",27-Jun-2022,"INR 6,678,373.17",
5691,Installation and Energisation of Badanachhana VII TW LIP under Suliapada Block in Mayurbhanj district.,bargarh,Odisha State Agricultural Marketing Board||RMC Padampur,"OFFICE OF THE REGULATED MARKET COMMITTEE,BARGARH",Installation and Energisation of Badanachhana VII TW LIP under Suliapada Block in Mayurbhanj district.,6618278.0,Civil Works - Buildings,,768028,02/RMC-BARGARH/2017-18,2018_OSAMB_46592_1,Open Tender,Works,NIL,NIL,"6,618,278.47",24-Jul-2018,"INR 6,618,278.47",
988,Installation and Energisation of Durgabhata VII L.I.Project under Jeypore Block of Koraput District,rairakhol,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-SAMBALPUR,O/o SE RANDB DIV-I SBP,Installation and Energisation of Durgabhata VII L.I.Project under Jeypore Block of Koraput District,7691303.0,Civil Works - Roads,,768106,SE/ R AND B/SBP/ 43/2022-23,2023_EICCL_85659_1,National Competitive Bid,Works,Nil,Nil,"6,538,377.00",04-Apr-2023,"INR 6,538,377",
4490,INSTALLATION AND ENERGISATION OF KANTISALA-III L.I. PROJECT,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,INSTALLATION AND ENERGISATION OF KANTISALA-III L.I. PROJECT,7232981.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_8,Open Tender,Works,Nil,Nil,"6,510,406.80",20-Jun-2022,"INR 6,510,406.8",
4564,Installation and Energisation of Panasia II TW LIP under Betnoti Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Panasia II TW LIP under Betnoti Block in Mayurbhanj district.,7201180.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_121,Open Tender,Works,Nil,Nil,"6,481,782.17",20-Jun-2022,"INR 6,481,782.17",
4526,Installation and Energisation of Ghuntabani TW LIP under Kuliana Block in Mayurbhanj district.,sundargarh,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Ghuntabani TW LIP under Kuliana Block in Mayurbhanj district.,7198100.0,Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_43,Open Tender,Works,Nil,Nil,"6,479,010.37",25-Apr-2022,"INR 6,479,010.37",
1880,Revival of Athapada I TW LIP under Khunta Block in Mayurbhanj District,"agalpur market yard under rmc, bargarh",Odisha State Agricultural Marketing Board||RMC Bargarh,"Office of RMC, Bargarh",Revival of Athapada I TW LIP under Khunta Block in Mayurbhanj District,7087924.0,Civil Works - Buildings,,768029,RMCBARGARH 04 OF 2022-23,2022_OSAMB_81151_11,Open Tender,Works,Nil,Nil,"6,379,840.00",14-Jan-2023,"INR 7,087,924",
6335,Automation of 2.6 MLD WTP at Kotpad NAC Under SCA 2022-23,angul,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Executive Engineer Angul R and B Division,Automation of 2.6 MLD WTP at Kotpad NAC,7502070.0,Civil Works - Roads,,759122,EE (R and B) Angul-12/ 2021-22,2021_EICCL_72245_3,Open Tender,Works,Nil,Nil,"6,377,510.00",26-Jun-2022,"INR 6,377,510",
5802,Installation and Energisation of Ektali II and Bhairangi IV TW LIP under Rasgobindpur Block in Mayurbhanj district.,bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and Energisation of Ektali II and Bhairangi IV TW LIP under Rasgobindpur Block in Mayurbhanj district.,7419000.0,Civil Works - Others,,761126,e- BNID-06/ 2021-22,2021_CEBMB_71096_1,Open Tender,Works,Nil,Nil,"6,306,370.00",29-Mar-2023,"INR 6,306,370",
4000,Revival of Pujariput I L.I.Project under Semiliguda Block of Koraput District,nurtang,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur","O/O THE SUPERINTENDING ENGINEER,MND-I,JAGATPUR",Revival of Pujariput I L.I.Project under Semiliguda Block of Koraput District,7366597.0,Civil Works - Others,,754021,MND-04/2022-23 Sl. No(8-10),2022_CELBB_79932_1,National Competitive Bid,Works,Nil,Nil,"6,262,344.00",13-Oct-2022,"INR 6,262,344",
6931,"Constn. of 4 Nos. F type Qtrs. at Dharakote P.S., Ganjam",sambalpur,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR",EE MIDIVISION SAMBALPUR,Building Work,7352000.0,Civil Works - Water Works,,768001,EEMID SBP-11 of 2021-22,2022_CEMIB_75732_2,Open Tender,Works,Nil,Nil,"6,249,091.47",14-Apr-2022,"INR 7,351,007.49",
