Original Index,Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,Unnamed: 18
4526,Installation and Energisation of Ghuntabani TW LIP under Kuliana Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Ghuntabani TW LIP under Kuliana Block in Mayurbhanj district.,"71,98,100",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_43,Open Tender,Works,Nil,Nil,"6,479,010.37",25-Apr-2022,"INR 6,479,010.37",
4527,Installation and Energisation of Kadadiha II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kadadiha II TW LIP under Khunta Block in Mayurbhanj district.,"1,54,72,198",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_42,Open Tender,Works,Nil,Nil,"14,543,866.72",25-Apr-2022,"INR 14,543,866.72",
4528,Installation and Energisation of Sananuagaon TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sananuagaon TW LIP under Badasahi Block in Mayurbhanj district.,"1,13,76,815",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_41,Open Tender,Works,Nil,Nil,"10,240,271.45",25-May-2022,"INR 10,240,271.45",
4529,Installation and Energisation of Sanapathara TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanapathara TW LIP under Khunta Block in Mayurbhanj district.,"1,62,65,915",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_40,Open Tender,Works,Nil,Nil,"14,640,950.56",25-Apr-2022,"INR 14,640,950.56",
4530,Installation and Energisation of Gayalmara VI TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Gayalmara VI TW LIP under Khunta Block in Mayurbhanj district.,"4,42,19,553",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_4,Open Tender,Works,Nil,Nil,"38,621,357.70",13-Jan-2022,"INR 38,621,357.7",
4531,Installation and Energisation of Gayalmara V TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Gayalmara V TW LIP under Khunta Block in Mayurbhanj district.,"1,96,45,064",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_39,Open Tender,Works,Nil,Nil,"17,685,522.96",25-Apr-2022,"INR 17,685,522.96",
4532,Installation and Energisation of Kadapalasa TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kadapalasa TW LIP under Khunta Block in Mayurbhanj district.,"76,04,837",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_38,Open Tender,Works,Nil,Nil,"6,845,114.31",25-Apr-2022,"INR 6,845,114.31",
4533,Installation and Energisation of Sirisghote TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sirisghote TW LIP under Khunta Block in Mayurbhanj district.,"1,28,85,080",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_37,Open Tender,Works,Nil,Nil,"11,597,861.22",25-Apr-2022,"INR 11,597,861.22",
4534,Installation and Energisation of Bandhagada II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bandhagada II TW LIP under Khunta Block in Mayurbhanj district.,"1,48,34,638",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_36,Open Tender,Works,Nil,Nil,"14,094,390.37",25-Apr-2022,"INR 14,094,390.37",
4535,Installation and Energisation of Bandhagada I TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bandhagada I TW LIP under Khunta Block in Mayurbhanj district.,"1,09,70,761",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_35,Open Tender,Works,Nil,Nil,"9,861,617.76",25-Apr-2022,"INR 9,861,617.76",
4536,Installation and Energisation of Sanopokhari III TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanopokhari III TW LIP under Khunta Block in Mayurbhanj district.,"1,11,79,725",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_34,Open Tender,Works,Nil,Nil,"10,062,871.31",25-Apr-2022,"INR 10,062,871.31",
4537,Installation and Energisation of Sanopokhari II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanopokhari II TW LIP under Khunta Block in Mayurbhanj district.,"77,77,501",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_33,Open Tender,Works,Nil,Nil,"7,000,528.83",25-Apr-2022,"INR 7,000,528.83",
4538,Installation and Energisation of Sanopokhari I TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanopokhari I TW LIP under Khunta Block in Mayurbhanj district.,"5,15,59,812",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_32,Open Tender,Works,Nil,Nil,"46,094,472.54",25-Apr-2022,"INR 46,094,472.54",
4539,Installation and Energisation of Patisari TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Patisari TW LIP under Badasahi Block in Mayurbhanj district.,"1,00,96,243",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_30,Open Tender,Works,Nil,Nil,"9,087,629.16",13-Jan-2022,"INR 9,087,629.16",
4540,Installation and Energisation of Kalajamuna IV TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kalajamuna IV TW LIP under Khunta Block in Mayurbhanj district.,"1,44,82,500",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_3,Open Tender,Works,Nil,Nil,"13,035,698.89",25-Apr-2022,"INR 13,035,698.89",
4541,Installation and Energisation of Nuagaon II RL LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Nuagaon II RL LIP under Khunta Block in Mayurbhanj district.,"1,64,96,201",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_29,Open Tender,Works,Nil,Nil,"14,848,231.34",25-Apr-2022,"INR 14,848,231.34",
4542,Installation and Energisation of Nuagaon I RL LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Nuagaon I RL LIP under Khunta Block in Mayurbhanj district.,"1,35,95,320",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_28,Open Tender,Works,Nil,Nil,"12,237,148.27",25-Apr-2022,"INR 12,237,148.27",
4543,Installation and Energisation of Gaudagaon II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Gaudagaon II TW LIP under Khunta Block in Mayurbhanj district.,"1,10,13,379",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_27,Open Tender,Works,Nil,Nil,"9,913,143.06",27-Jun-2022,"INR 9,913,143.06",
4544,Installation and Energisation of Jamugadia II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Jamugadia II TW LIP under Khunta Block in Mayurbhanj district.,"1,39,55,827",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_26,Open Tender,Works,Nil,Nil,"12,561,640.74",25-Apr-2022,"INR 12,561,640.74",
4545,Installation and Energisation of Sampanda II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sampanda II TW LIP under Khunta Block in Mayurbhanj district.,"1,39,53,327",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_25,Open Tender,Works,Nil,Nil,"13,044,966.07",25-Apr-2022,"INR 13,044,966.07",
4546,Installation and Energisation of Sanatanpur TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Sanatanpur TW LIP under Khunta Block in Mayurbhanj district.,"99,30,926",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_24,Open Tender,Works,Nil,Nil,"8,938,826.98",25-Apr-2022,"INR 8,938,826.98",
4547,Installation and Energisation of Purunapani III TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Purunapani III TW LIP under Khunta Block in Mayurbhanj district.,"1,23,52,354",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_23,Open Tender,Works,Nil,Nil,"11,118,354.57",27-Jun-2022,"INR 11,118,354.57",
4548,Installation and Energisation of Gayalmara II TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Gayalmara II TW LIP under Khunta Block in Mayurbhanj district.,"1,15,05,061",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_22,Open Tender,Works,Nil,Nil,"10,355,705.42",25-Apr-2022,"INR 10,355,705.42",
4549,Installation and Energisation of Gayalmara Mahalisahi TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Gayalmara Mahalisahi TW LIP under Khunta Block in Mayurbhanj district.,"2,19,41,604",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_21,Open Tender,Works,Nil,Nil,"19,749,638.31",25-Apr-2022,"INR 19,749,638.31",
4550,Installation and Energisation of Nunkua TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Nunkua TW LIP under Badasahi Block in Mayurbhanj district.,"1,30,34,831",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_20,Open Tender,Works,Nil,Nil,"11,732,651.48",25-Apr-2022,"INR 11,732,651.48",
4551,Installation and Energisation of Simagadia V TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Simagadia V TW LIP under Khunta Block in Mayurbhanj district.,"1,26,16,461",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_2,Open Tender,Works,Nil,Nil,"11,356,077.43",20-Jun-2022,"INR 11,356,077.43",
4552,Installation and Energisation of Simagadia IV TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Simagadia IV TW LIP under Khunta Block in Mayurbhanj district.,"91,52,060",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_19,Open Tender,Works,Nil,Nil,"8,226,787.20",25-Apr-2022,"INR 8,226,787.2",
4553,Installation and Energisation of Simagadia III TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Simagadia III TW LIP under Khunta Block in Mayurbhanj district.,"1,90,64,014",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_18,Open Tender,Works,Nil,Nil,"17,136,642.71",25-Apr-2022,"INR 17,136,642.71",
4554,Installation and Energisation of Astapura TW LIP under Khunta Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Astapura TW LIP under Khunta Block in Mayurbhanj district.,"4,41,67,634",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_17,Open Tender,Works,Nil,Nil,"38,576,012.16",25-Apr-2022,"INR 38,576,012.16",
4555,Installation and Energisation of Ambasola TW LIP under GB Nagar Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Ambasola TW LIP under GB Nagar Block in Mayurbhanj district.,"1,90,36,902",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_16,Open Tender,Works,Nil,Nil,"17,135,115.73",27-Jun-2022,"INR 17,135,115.73",
4556,Installation and Energisation of Srinathpur Chheliabeda RL LIP under GB Nagar Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Srinathpur Chheliabeda RL LIP under GB Nagar Block in Mayurbhanj district.,"1,11,82,739",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_15,Open Tender,Works,Nil,Nil,"10,065,583.40",25-Apr-2022,"INR 10,065,583.4",
4557,Installation and Energisation of Balijoda RL LIP under GB Nagar Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Balijoda RL LIP under GB Nagar Block in Mayurbhanj district.,"86,84,368",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_14,Open Tender,Works,Nil,Nil,"7,816,800.40",27-Jun-2022,"INR 7,816,800.4",
4558,Installation and Energisation of Daripal RL LIP under GB Nagar Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Daripal RL LIP under GB Nagar Block in Mayurbhanj district.,"74,19,590",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_13,Open Tender,Works,Nil,Nil,"6,678,373.17",27-Jun-2022,"INR 6,678,373.17",
4559,Installation and Energisation of Saria II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Saria II TW LIP under Betnoti Block in Mayurbhanj district.,"1,24,25,131",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_128,Open Tender,Works,Nil,Nil,"11,183,860.75",25-Apr-2022,"INR 11,183,860.75",
4560,Installation and Energisation of Agada III and Agada IV TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Agada III and Agada IV TW LIP under Betnoti Block in Mayurbhanj district.,"85,45,206",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_127,Open Tender,Works,Nil,Nil,"7,691,540.42",25-Apr-2022,"INR 7,691,540.42",
4561,Installation and Energisation of Mirigidari III TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Mirigidari III TW LIP under Badasahi Block in Mayurbhanj district.,"1,41,58,649",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_126,Open Tender,Works,Nil,Nil,"12,690,397.55",25-Apr-2022,"INR 12,690,397.55",
4562,Installation and Energisation of Padmanavopur TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Padmanavopur TW LIP under Betnoti Block in Mayurbhanj district.,"1,16,21,328",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_125,Open Tender,Works,Nil,Nil,"10,416,196.42",25-Apr-2022,"INR 10,416,196.42",
4563,Installation and Energisation of Santara III TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Santara III TW LIP under Betnoti Block in Mayurbhanj district.,"90,19,704",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_124,Open Tender,Works,Nil,Nil,"8,084,361.25",25-Apr-2022,"INR 8,084,361.25",
4564,Installation and Energisation of Panasia II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Panasia II TW LIP under Betnoti Block in Mayurbhanj district.,"72,01,180",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_121,Open Tender,Works,Nil,Nil,"6,481,782.17",20-Jun-2022,"INR 6,481,782.17",
4565,Installation and Energisation of Benapura II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Benapura II TW LIP under Betnoti Block in Mayurbhanj district.,"1,91,05,202",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_120,Open Tender,Works,Nil,Nil,"17,196,593.11",25-Apr-2022,"INR 17,196,593.11",
4566,Installation and Energisation of Anla III TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Anla III TW LIP under Betnoti Block in Mayurbhanj district.,"1,14,81,034",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_12,Open Tender,Works,Nil,Nil,"10,334,079.58",25-Apr-2022,"INR 10,334,079.58",
4567,Installation and Energisation of Tentuligaon TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Tentuligaon TW LIP under Betnoti Block in Mayurbhanj district.,"1,19,64,801",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_119,Open Tender,Works,Nil,Nil,"11,367,758.21",25-Apr-2022,"INR 11,367,758.21",
4568,Installation and Energisation of Haripur Nuagaon and Krushnachandrapur TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Haripur Nuagaon and Krushnachandrapur TW LIP under Betnoti Block in Mayurbhanj district.,"1,58,44,105",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_116,Open Tender,Works,Nil,Nil,"14,261,278.91",25-Apr-2022,"INR 14,261,278.91",
4569,Installation and Energisation of Haripur I TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Haripur I TW LIP under Betnoti Block in Mayurbhanj district.,"2,37,91,865",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_115,Open Tender,Works,Nil,Nil,"21,415,057.92",25-Apr-2022,"INR 21,415,057.92",
4570,Installation and Energisation of Madhukhunta II RL LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Madhukhunta II RL LIP under Betnoti Block in Mayurbhanj district.,"1,01,38,981",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_114,Open Tender,Works,Nil,Nil,"10,138,981.26",25-Apr-2022,"INR 10,138,981.26",
4571,Installation and Energisation of Bengachua TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bengachua TW LIP under Betnoti Block in Mayurbhanj district.,"1,37,64,038",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_113,Open Tender,Works,Nil,Nil,"12,389,010.74",25-Apr-2022,"INR 12,389,010.74",
4572,Installation and Energisation of Manogobindpur IV TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Manogobindpur IV TW LIP under Badasahi Block in Mayurbhanj district.,"1,34,58,593",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_112,Open Tender,Works,Nil,Nil,"12,114,080.21",25-Apr-2022,"INR 12,114,080.21",
4573,Installation and Energisation of Bainchapurunia TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bainchapurunia TW LIP under Betnoti Block in Mayurbhanj district.,"1,66,63,944",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_111,Open Tender,Works,Nil,Nil,"14,999,216.46",20-Jun-2022,"INR 14,999,216.46",
4574,Installation and Energisation of Bainchamangalasahi I and Bainchamangalasahi II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bainchamangalasahi I and Bainchamangalasahi II TW LIP under Betnoti Block in Mayurbhanj district.,"80,39,558",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_110,Open Tender,Works,Nil,Nil,"7,477,593.69",25-Apr-2022,"INR 7,477,593.69",
4575,Installation and Energisation of Purunianuagaon I and Purunianuagaon II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Purunianuagaon I and Purunianuagaon II TW LIP under Betnoti Block in Mayurbhanj district.,"1,27,64,102",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_11,Open Tender,Works,Nil,Nil,"11,488,968.79",25-Apr-2022,"INR 11,488,968.79",
4576,Installation and Energisation of Singhadiha I and Singhadiha II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Singhadiha I and Singhadiha II TW LIP under Betnoti Block in Mayurbhanj district.,"1,65,00,088",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_109,Open Tender,Works,Nil,Nil,"14,668,578.44",25-Apr-2022,"INR 14,668,578.44",
4577,Installation and Energisation of Bishnupur II TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bishnupur II TW LIP under Betnoti Block in Mayurbhanj district.,"1,01,80,555",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_108,Open Tender,Works,Nil,Nil,"9,163,518.37",25-Apr-2022,"INR 9,163,518.37",
4578,Installation and Energisation of Kainfulia and Bishnupur I TW LIP under Betnoti Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Kainfulia and Bishnupur I TW LIP under Betnoti Block in Mayurbhanj district.,"2,20,43,445",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_107,Open Tender,Works,Nil,Nil,"19,841,305.15",25-Apr-2022,"INR 19,841,305.15",
4579,Installation and Energisation of Bhagabatpur II RL LIP under Baripada Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bhagabatpur II RL LIP under Baripada Block in Mayurbhanj district.,"1,54,87,894",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_106,Open Tender,Works,Nil,Nil,"13,940,653.51",25-Apr-2022,"INR 13,940,653.51",
4580,Installation and Energisation of Bhagabatpur I RL LIP under Baripada Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Bhagabatpur I RL LIP under Baripada Block in Mayurbhanj district.,"1,31,36,474",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_105,Open Tender,Works,Nil,Nil,"11,824,140.70",25-Apr-2022,"INR 11,824,140.7",
4581,Installation and Energisation of Damadarpur II RL LIP under Baripada Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Damadarpur II RL LIP under Baripada Block in Mayurbhanj district.,"3,46,08,078",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_103,Open Tender,Works,Nil,Nil,"31,150,731.08",25-Apr-2022,"INR 31,150,731.08",
4582,Installation and Energisation of Damadarpur I RL LIP under Baripada Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Damadarpur I RL LIP under Baripada Block in Mayurbhanj district.,"2,45,77,216",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_102,Open Tender,Works,Nil,Nil,"22,119,494.87",25-Apr-2022,"INR 22,119,494.87",
4583,Installation and Energisation of Jadida IV and Jadida V TW LIP under Badasahi Block in Mayurbhanj district.,SUNDARGARH,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPO SS SNG,Installation and Energisation of Jadida IV and Jadida V TW LIP under Badasahi Block in Mayurbhanj district.,"1,75,62,612",Civil Works - Buildings,,770001,DPCSNG/07/SS of 2021-22,2021_OPEPA_73500_101,Open Tender,Works,Nil,Nil,"15,808,107.45",25-Apr-2022,"INR 15,808,107.45",
